-7.835644072235298241e-02,9.810139118717211559e-01
-7.290290264120238839e-02,9.809729623156072664e-01
-6.745458773259208063e-02,9.809320514808700375e-01
-6.201204008087905090e-02,9.808911833116366052e-01
-5.657580252454308400e-02,9.808503617392347884e-01
-5.114641653548589184e-02,9.808095906812600573e-01
-4.572442209928122975e-02,9.807688740406486083e-01
-4.031035759642931371e-02,9.807282157047584326e-01
-3.490475968466594248e-02,9.806876195444593769e-01
-2.950816318237413013e-02,9.806470894132319760e-01
-2.412110095314314029e-02,9.806066291462751661e-01
-1.874410379151695769e-02,9.805662425596225473e-01
-1.337770030997136733e-02,9.805259334492699708e-01
-8.022416827156722552e-03,9.804857055903116736e-01
-2.678777257441904841e-03,9.804455627360877390e-01
2.652696998206301865e-03,9.804055086173414368e-01
7.971487159975101933e-03,9.803655469413881107e-01
1.327707717555659875e-02,9.803256813912959444e-01
1.856895382506632344e-02,9.802859156250780526e-01
2.384660682449829885e-02,9.802462532748968949e-01
2.910952892768493491e-02,9.802066979462813467e-01
3.435721602672899000e-02,9.801672532173552055e-01
3.958916725087392730e-02,9.801279226380794629e-01
4.480488506377859614e-02,9.800887097295070127e-01
5.000387535916250153e-02,9.800496179830515686e-01
5.518564755478876094e-02,9.800106508597702382e-01
6.034971468475321815e-02,9.799718117896581981e-01
6.549559349005038000e-02,9.799331041709590240e-01
7.062280450738919746e-02,9.798945313694872317e-01
7.573087215623369728e-02,9.798560967179661407e-01
8.081932482404594054e-02,9.798178035153793930e-01
8.588769494971104645e-02,9.797796550263370152e-01
9.093551910512846781e-02,9.797416544804549154e-01
9.596233807495763157e-02,9.797038050717503666e-01
1.009676969345105063e-01,9.796661099580509235e-01
1.059511451257874465e-01,9.796285722604182178e-01
1.109122365316547315e-01,9.795911950625868503e-01
1.158505295481642716e-01,9.795539814104177179e-01
1.207655871550175342e-01,9.795169343113659943e-01
1.256569769841750506e-01,9.794800567339636554e-01
1.305242713866119342e-01,9.794433516073174362e-01
1.353670474972178406e-01,9.794068218206218868e-01
1.401848872978376792e-01,9.793704702226859737e-01
1.449773776784496204e-01,9.793342996214765561e-01
1.497441104964772340e-01,9.792983127836749624e-01
1.544846826342336499e-01,9.792625124342480003e-01
1.591986960544953811e-01,9.792269012560353980e-01
1.638857578542032845e-01,9.791914818893512340e-01
1.685454803162903803e-01,9.791562569316010212e-01
1.731774809596389186e-01,9.791212289369134458e-01
1.777813825871746300e-01,9.790864004157872058e-01
1.823568133321104567e-01,9.790517738347518373e-01
1.869034067023546963e-01,9.790173516160429745e-01
1.914208016231026266e-01,9.789831361372929308e-01
1.959086424776313728e-01,9.789491297312349349e-01
2.003665791463196122e-01,9.789153346854225779e-01
2.047942670439137913e-01,9.788817532419632483e-01
2.091913671550608145e-01,9.788483875972665560e-01
2.135575460681266302e-01,9.788152399018071881e-01
2.178924760073181199e-01,9.787823122599015324e-01
2.221958348631258295e-01,9.787496067294978452e-01
2.264673062211049193e-01,9.787171253219804079e-01
2.307065793890126504e-01,9.786848700019875613e-01
2.349133494223216156e-01,9.786528426872437292e-01
2.390873171481293080e-01,9.786210452484033206e-01
2.432281891874867319e-01,9.785894795089108422e-01
2.473356779761704261e-01,9.785581472448725560e-01
2.514095017839239610e-01,9.785270501849413494e-01
2.554493847321979150e-01,9.784961900102154830e-01
2.594550568104186938e-01,9.784655683541488846e-01
2.634262538908166973e-01,9.784351868024747656e-01
2.673627177418431144e-01,9.784050468931420053e-01
2.712641960402027985e-01,9.783751501162640807e-01
2.751304423815283950e-01,9.783454979140799868e-01
2.789612162897213143e-01,9.783160916809261476e-01
2.827562832249857494e-01,9.782869327632232048e-01
2.865154145905817185e-01,9.782580224594724649e-01
2.902383877383242217e-01,9.782293620202646700e-01
2.939249859728541581e-01,9.782009526483004258e-01
2.975749985547053167e-01,9.781727954984226203e-01
3.011882207021898683e-01,9.781448916776612768e-01
3.047644535921225639e-01,9.781172422452881765e-01
3.083035043594030133e-01,9.780898482128830285e-01
3.118051860954743626e-01,9.780627105444094083e-01
3.152693178456754119e-01,9.780358301563022438e-01
3.186957246055012183e-01,9.780092079175669584e-01
3.220842373157868366e-01,9.779828446498887162e-01
3.254346928568235819e-01,9.779567411277517719e-01
3.287469340414174712e-01,9.779308980785706984e-01
3.320208096068968939e-01,9.779053161828298313e-01
3.352561742060800043e-01,9.778799960742335928e-01
3.384528883972112712e-01,9.778549383398670303e-01
3.416108186328801755e-01,9.778301435203660130e-01
3.447298372479349338e-01,9.778056121100978659e-01
3.478098224464067356e-01,9.777813445573514395e-01
3.508506582874609814e-01,9.777573412645370610e-01
3.538522346703946719e-01,9.777336025883949233e-01
3.568144473186979360e-01,9.777101288402130219e-01
3.597371977631985129e-01,9.776869202860546393e-01
3.626203933243075106e-01,9.776639771469943785e-01
3.654639470933793155e-01,9.776412995993636335e-01
3.682677779131985907e-01,9.776188877750044970e-01
3.710318103576044635e-01,9.775967417615336608e-01
3.737559747102583985e-01,9.775748616026129767e-01
3.764402069425643038e-01,9.775532472982302323e-01
3.790844486907466448e-01,9.775318988049870317e-01
3.816886472320917267e-01,9.775108160363944476e-01
3.842527554603594742e-01,9.774899988631776671e-01
3.867767318603724247e-01,9.774694471135869644e-01
