-1.441780893195541147e+00,8.275055397217891962e-01
-1.424524259577408802e+00,8.274977606984575962e-01
-1.407273012681777846e+00,8.274900810755362324e-01
-1.390028865048655637e+00,8.274825025749736884e-01
-1.372793526920034424e+00,8.274750269069226505e-01
-1.355568705823912534e+00,8.274676557693030343e-01
-1.338356106159869441e+00,8.274603908473695535e-01
-1.321157428786416066e+00,8.274532338132826181e-01
-1.303974370610339939e+00,8.274461863256835636e-01
-1.286808624178252369e+00,8.274392500292749864e-01
-1.269661877270541694e+00,8.274324265544061863e-01
-1.252535812497932888e+00,8.274257175166628286e-01
-1.235432106900845373e+00,8.274191245164621566e-01
-1.218352431551733117e+00,8.274126491386537552e-01
-1.201298451160589309e+00,8.274062929521257548e-01
-1.184271823683791247e+00,8.274000575094165866e-01
-1.167274199936457535e+00,8.273939443463342869e-01
-1.150307223208486107e+00,8.273879549815795764e-01
-1.133372528884438069e+00,8.273820909163772663e-01
-1.116471744067433436e+00,8.273763536341145475e-01
-1.099606487207217764e+00,8.273707445999848309e-01
-1.082778367732555758e+00,8.273652652606392488e-01
-1.065988985688102408e+00,8.273599170438440398e-01
-1.049239931375908208e+00,8.273547013581473708e-01
-1.032532785001698317e+00,8.273496195925508223e-01
-1.015869116326073351e+00,8.273446731161890888e-01
-9.992504843207660192e-01,8.273398632780173401e-01
-9.826784368300855999e-01,8.273351914065052437e-01
-9.661545102376680738e-01,8.273306588093392033e-01
-9.496802291386522432e-01,8.273262667731327014e-01
-9.332571060173828759e-01,8.273220165631426370e-01
-9.168866409307420140e-01,8.273179094229931030e-01
-9.005703211971993749e-01,8.273139465744073773e-01
-8.843096210916671085e-01,8.273101292169481313e-01
-8.681060015462404023e-01,8.273064585277644101e-01
-8.519609098569039807e-01,8.273029356613468277e-01
-8.358757793962787730e-01,8.272995617492897580e-01
-8.198520293324783603e-01,8.272963379000621842e-01
-8.038910643541404832e-01,8.272932651987862096e-01
-7.879942744016958933e-01,8.272903447070233396e-01
-7.721630344049309480e-01,8.272875774625678691e-01
-7.563987040268944639e-01,8.272849644792495960e-01
-7.407026274141947919e-01,8.272825067467428628e-01
-7.250761329537320776e-01,8.272802052303842579e-01
-7.095205330359007911e-01,8.272780608709966454e-01
-6.940371238242956098e-01,8.272760745847227426e-01
-6.786271850319545162e-01,8.272742472628665800e-01
-6.632919797041684218e-01,8.272725797717418450e-01
-6.480327540078819615e-01,8.272710729525274420e-01
-6.328507370277077770e-01,8.272697276211327111e-01
-6.177471405685674988e-01,8.272685445680683092e-01
-6.027231589649676424e-01,8.272675245583263060e-01
-5.877799688969094216e-01,8.272666683312677183e-01
-5.729187292124271469e-01,8.272659766005171500e-01
-5.581405807567413335e-01,8.272654500538650924e-01
-5.434466462080129734e-01,8.272650893531774408e-01
-5.288380299196786538e-01,8.272648951343126722e-01
